evidence_id,case_id,evidence_type,reference_id,added_at,added_by
EVD-000664,CASE-00112,comment,COM-004206,2026-05-21 08:39:54,MOD-003
EVD-000665,CASE-00112,report,REP-002213,2026-05-21 08:39:54,MOD-003
EVD-000666,CASE-00112,report,REP-002216,2026-05-21 08:39:54,MOD-003
EVD-000667,CASE-00112,campaign,CAMP-003,2026-05-21 08:39:54,MOD-003
EVD-000668,CASE-00113,comment,COM-004276,2026-02-16 00:00:00,MOD-003
EVD-000669,CASE-00113,comment,COM-004263,2026-02-16 00:00:00,MOD-003
EVD-000670,CASE-00113,comment,COM-004271,2026-02-16 00:00:00,MOD-003
EVD-000671,CASE-00113,report,REP-002244,2026-02-16 00:00:00,MOD-003
EVD-000672,CASE-00113,report,REP-002243,2026-02-16 00:00:00,MOD-003
EVD-000673,CASE-00113,campaign,CAMP-012,2026-02-16 00:00:00,MOD-003
EVD-000674,CASE-00114,comment,COM-004337,2026-03-14 15:04:33,MOD-004
EVD-000675,CASE-00114,comment,COM-004323,2026-03-14 15:04:33,MOD-004
EVD-000676,CASE-00114,comment,COM-004317,2026-03-14 15:04:33,MOD-004
EVD-000677,CASE-00114,report,REP-002269,2026-03-14 15:04:33,MOD-004
EVD-000678,CASE-00114,report,REP-002271,2026-03-14 15:04:33,MOD-004
EVD-000679,CASE-00114,campaign,CAMP-001,2026-03-14 15:04:33,MOD-004
EVD-000680,CASE-00115,comment,COM-004377,2026-05-08 15:47:00,MOD-002
EVD-000681,CASE-00115,comment,COM-004382,2026-05-08 15:47:00,MOD-002
EVD-000682,CASE-00115,comment,COM-004394,2026-05-08 15:47:00,MOD-002
EVD-000683,CASE-00115,report,REP-002287,2026-05-08 15:47:00,MOD-002
EVD-000684,CASE-00115,report,REP-002290,2026-05-08 15:47:00,MOD-002
EVD-000685,CASE-00115,campaign,CAMP-007,2026-05-08 15:47:00,MOD-002
EVD-000686,CASE-00116,comment,COM-004431,2026-02-24 00:00:00,MOD-008
EVD-000687,CASE-00116,comment,COM-004425,2026-02-24 00:00:00,MOD-008
EVD-000688,CASE-00116,comment,COM-004441,2026-02-24 00:00:00,MOD-008
EVD-000689,CASE-00116,report,REP-002318,2026-02-24 00:00:00,MOD-008
EVD-000690,CASE-00116,campaign,CAMP-015,2026-02-24 00:00:00,MOD-008
EVD-000691,CASE-00117,comment,COM-004466,2026-05-21 03:46:51,MOD-008
EVD-000692,CASE-00117,comment,COM-004478,2026-05-21 03:46:51,MOD-008
EVD-000693,CASE-00117,comment,COM-004473,2026-05-21 03:46:51,MOD-008
EVD-000694,CASE-00117,report,REP-002323,2026-05-21 03:46:51,MOD-008
EVD-000695,CASE-00117,report,REP-002322,2026-05-21 03:46:51,MOD-008
EVD-000696,CASE-00117,campaign,CAMP-013,2026-05-21 03:46:51,MOD-008
EVD-000697,CASE-00118,comment,COM-004558,2026-04-08 06:44:24,MOD-004
EVD-000698,CASE-00118,comment,COM-004555,2026-04-08 06:44:24,MOD-004
EVD-000699,CASE-00118,comment,COM-004557,2026-04-08 06:44:24,MOD-004
EVD-000700,CASE-00118,report,REP-002345,2026-04-08 06:44:24,MOD-004
EVD-000701,CASE-00118,report,REP-002348,2026-04-08 06:44:24,MOD-004
EVD-000702,CASE-00118,campaign,CAMP-012,2026-04-08 06:44:24,MOD-004
EVD-000703,CASE-00119,comment,COM-004576,2026-04-05 00:00:00,MOD-004
EVD-000704,CASE-00119,comment,COM-004577,2026-04-05 00:00:00,MOD-004
EVD-000705,CASE-00119,comment,COM-004578,2026-04-05 00:00:00,MOD-004
EVD-000706,CASE-00119,report,REP-002365,2026-04-05 00:00:00,MOD-004
EVD-000707,CASE-00119,report,REP-002371,2026-04-05 00:00:00,MOD-004
EVD-000708,CASE-00119,campaign,CAMP-004,2026-04-05 00:00:00,MOD-004
EVD-000709,CASE-00120,comment,COM-004644,2026-04-09 17:47:27,MOD-005
EVD-000710,CASE-00120,comment,COM-004626,2026-04-09 17:47:27,MOD-005
EVD-000711,CASE-00120,comment,COM-004620,2026-04-09 17:47:27,MOD-005
EVD-000712,CASE-00120,report,REP-002378,2026-04-09 17:47:27,MOD-005
EVD-000713,CASE-00120,report,REP-002377,2026-04-09 17:47:27,MOD-005
EVD-000714,CASE-00120,campaign,CAMP-006,2026-04-09 17:47:27,MOD-005
EVD-000715,CASE-00121,comment,COM-004657,2026-05-25 04:53:34,MOD-006
EVD-000716,CASE-00121,comment,COM-004658,2026-05-25 04:53:34,MOD-006
EVD-000717,CASE-00121,comment,COM-004665,2026-05-25 04:53:34,MOD-006
EVD-000718,CASE-00121,report,REP-002416,2026-05-25 04:53:34,MOD-006
EVD-000719,CASE-00121,report,REP-002414,2026-05-25 04:53:34,MOD-006
EVD-000720,CASE-00121,campaign,CAMP-005,2026-05-25 04:53:34,MOD-006
EVD-000721,CASE-00122,comment,COM-004712,2025-12-24 12:02:28,MOD-006
EVD-000722,CASE-00122,comment,COM-004717,2025-12-24 12:02:28,MOD-006
EVD-000723,CASE-00122,comment,COM-004728,2025-12-24 12:02:28,MOD-006
EVD-000724,CASE-00122,report,REP-002427,2025-12-24 12:02:28,MOD-006
EVD-000725,CASE-00122,report,REP-002426,2025-12-24 12:02:28,MOD-006
EVD-000726,CASE-00122,campaign,CAMP-007,2025-12-24 12:02:28,MOD-006
EVD-000727,CASE-00123,comment,COM-004789,2026-05-25 00:00:00,MOD-005
EVD-000728,CASE-00123,comment,COM-004773,2026-05-25 00:00:00,MOD-005
EVD-000729,CASE-00123,comment,COM-004770,2026-05-25 00:00:00,MOD-005
EVD-000730,CASE-00123,report,REP-002458,2026-05-25 00:00:00,MOD-005
EVD-000731,CASE-00123,report,REP-002456,2026-05-25 00:00:00,MOD-005
EVD-000732,CASE-00123,campaign,CAMP-003,2026-05-25 00:00:00,MOD-005
EVD-000733,CASE-00124,comment,COM-004806,2026-05-05 15:27:06,MOD-001
EVD-000734,CASE-00124,comment,COM-004799,2026-05-05 15:27:06,MOD-001
EVD-000735,CASE-00124,comment,COM-004822,2026-05-05 15:27:06,MOD-001
EVD-000736,CASE-00124,report,REP-002475,2026-05-05 15:27:06,MOD-001
EVD-000737,CASE-00124,report,REP-002476,2026-05-05 15:27:06,MOD-001
EVD-000738,CASE-00124,campaign,CAMP-004,2026-05-05 15:27:06,MOD-001
EVD-000739,CASE-00125,comment,COM-004871,2026-05-08 14:13:40,MOD-006
EVD-000740,CASE-00125,comment,COM-004868,2026-05-08 14:13:40,MOD-006
EVD-000741,CASE-00125,comment,COM-004853,2026-05-08 14:13:40,MOD-006
EVD-000742,CASE-00125,report,REP-002491,2026-05-08 14:13:40,MOD-006
EVD-000743,CASE-00125,report,REP-002489,2026-05-08 14:13:40,MOD-006
EVD-000744,CASE-00125,campaign,CAMP-015,2026-05-08 14:13:40,MOD-006
EVD-000745,CASE-00126,comment,COM-004879,2026-02-10 00:00:00,MOD-007
EVD-000746,CASE-00126,comment,COM-004881,2026-02-10 00:00:00,MOD-007
EVD-000747,CASE-00126,comment,COM-004882,2026-02-10 00:00:00,MOD-007
EVD-000748,CASE-00126,report,REP-002494,2026-02-10 00:00:00,MOD-007
EVD-000749,CASE-00126,report,REP-002495,2026-02-10 00:00:00,MOD-007
EVD-000750,CASE-00126,campaign,CAMP-006,2026-02-10 00:00:00,MOD-007
EVD-000751,CASE-00127,comment,COM-004923,2026-04-13 09:33:55,MOD-005
EVD-000752,CASE-00127,comment,COM-004928,2026-04-13 09:33:55,MOD-005
EVD-000753,CASE-00127,comment,COM-004931,2026-04-13 09:33:55,MOD-005
EVD-000754,CASE-00127,report,REP-002531,2026-04-13 09:33:55,MOD-005
EVD-000755,CASE-00127,report,REP-002534,2026-04-13 09:33:55,MOD-005
EVD-000756,CASE-00127,campaign,CAMP-007,2026-04-13 09:33:55,MOD-005
EVD-000757,CASE-00128,comment,COM-004955,2026-05-21 12:53:21,MOD-004
EVD-000758,CASE-00128,comment,COM-004962,2026-05-21 12:53:21,MOD-004
EVD-000759,CASE-00128,comment,COM-004976,2026-05-21 12:53:21,MOD-004
EVD-000760,CASE-00128,report,REP-002559,2026-05-21 12:53:21,MOD-004
EVD-000761,CASE-00128,report,REP-002562,2026-05-21 12:53:21,MOD-004
EVD-000762,CASE-00128,campaign,CAMP-016,2026-05-21 12:53:21,MOD-004
EVD-000763,CASE-00129,comment,COM-004990,2026-03-01 01:23:41,MOD-006
EVD-000764,CASE-00129,comment,COM-004994,2026-03-01 01:23:41,MOD-006
EVD-000765,CASE-00129,comment,COM-004991,2026-03-01 01:23:41,MOD-006
EVD-000766,CASE-00129,report,REP-002580,2026-03-01 01:23:41,MOD-006
EVD-000767,CASE-00129,campaign,CAMP-015,2026-03-01 01:23:41,MOD-006
EVD-000768,CASE-00130,comment,COM-005024,2026-02-26 18:43:45,MOD-002
EVD-000769,CASE-00130,comment,COM-005026,2026-02-26 18:43:45,MOD-002
EVD-000770,CASE-00130,comment,COM-005003,2026-02-26 18:43:45,MOD-002
EVD-000771,CASE-00130,report,REP-002581,2026-02-26 18:43:45,MOD-002
EVD-000772,CASE-00130,report,REP-002583,2026-02-26 18:43:45,MOD-002
EVD-000773,CASE-00130,campaign,CAMP-011,2026-02-26 18:43:45,MOD-002
EVD-000774,CASE-00131,comment,COM-005042,2026-04-24 19:09:14,MOD-007
EVD-000775,CASE-00131,comment,COM-005043,2026-04-24 19:09:14,MOD-007
EVD-000776,CASE-00131,comment,COM-005045,2026-04-24 19:09:14,MOD-007
EVD-000777,CASE-00131,report,REP-002602,2026-04-24 19:09:14,MOD-007
EVD-000778,CASE-00131,report,REP-002603,2026-04-24 19:09:14,MOD-007
EVD-000779,CASE-00131,campaign,CAMP-006,2026-04-24 19:09:14,MOD-007
EVD-000780,CASE-00132,comment,COM-005103,2026-03-16 02:19:52,MOD-005
EVD-000781,CASE-00132,comment,COM-005115,2026-03-16 02:19:52,MOD-005
EVD-000782,CASE-00132,comment,COM-005114,2026-03-16 02:19:52,MOD-005
EVD-000783,CASE-00132,report,REP-002677,2026-03-16 02:19:52,MOD-005
EVD-000784,CASE-00132,report,REP-002678,2026-03-16 02:19:52,MOD-005
EVD-000785,CASE-00132,campaign,CAMP-011,2026-03-16 02:19:52,MOD-005
EVD-000786,CASE-00133,comment,COM-005125,2026-03-29 13:58:26,MOD-004
EVD-000787,CASE-00133,comment,COM-005159,2026-03-29 13:58:26,MOD-004
EVD-000788,CASE-00133,comment,COM-005139,2026-03-29 13:58:26,MOD-004
EVD-000789,CASE-00133,report,REP-002689,2026-03-29 13:58:26,MOD-004
EVD-000790,CASE-00133,report,REP-002690,2026-03-29 13:58:26,MOD-004
EVD-000791,CASE-00133,campaign,CAMP-001,2026-03-29 13:58:26,MOD-004
EVD-000792,CASE-00134,comment,COM-005182,2026-02-18 23:37:14,MOD-003
EVD-000793,CASE-00134,comment,COM-005220,2026-02-18 23:37:14,MOD-003
EVD-000794,CASE-00134,comment,COM-005209,2026-02-18 23:37:14,MOD-003
EVD-000795,CASE-00134,report,REP-002704,2026-02-18 23:37:14,MOD-003
EVD-000796,CASE-00134,report,REP-002703,2026-02-18 23:37:14,MOD-003
EVD-000797,CASE-00134,campaign,CAMP-005,2026-02-18 23:37:14,MOD-003
EVD-000798,CASE-00135,comment,COM-005332,2026-02-22 09:10:12,MOD-007
EVD-000799,CASE-00135,comment,COM-005313,2026-02-22 09:10:12,MOD-007
EVD-000800,CASE-00135,comment,COM-005326,2026-02-22 09:10:12,MOD-007
EVD-000801,CASE-00135,report,REP-002721,2026-02-22 09:10:12,MOD-007
EVD-000802,CASE-00135,report,REP-002717,2026-02-22 09:10:12,MOD-007
EVD-000803,CASE-00135,campaign,CAMP-012,2026-02-22 09:10:12,MOD-007
EVD-000804,CASE-00136,comment,COM-005365,2026-01-12 00:00:00,MOD-005
EVD-000805,CASE-00136,comment,COM-005369,2026-01-12 00:00:00,MOD-005
EVD-000806,CASE-00136,comment,COM-005356,2026-01-12 00:00:00,MOD-005
EVD-000807,CASE-00136,report,REP-002748,2026-01-12 00:00:00,MOD-005
EVD-000808,CASE-00136,report,REP-002749,2026-01-12 00:00:00,MOD-005
EVD-000809,CASE-00136,campaign,CAMP-010,2026-01-12 00:00:00,MOD-005
EVD-000810,CASE-00137,comment,COM-005391,2026-05-24 19:24:29,MOD-007
EVD-000811,CASE-00137,comment,COM-005374,2026-05-24 19:24:29,MOD-007
EVD-000812,CASE-00137,comment,COM-005394,2026-05-24 19:24:29,MOD-007
EVD-000813,CASE-00137,report,REP-002765,2026-05-24 19:24:29,MOD-007
EVD-000814,CASE-00137,report,REP-002764,2026-05-24 19:24:29,MOD-007
EVD-000815,CASE-00137,campaign,CAMP-005,2026-05-24 19:24:29,MOD-007
EVD-000816,CASE-00138,comment,COM-005424,2026-04-01 02:09:12,MOD-008
EVD-000817,CASE-00138,comment,COM-005426,2026-04-01 02:09:12,MOD-008
EVD-000818,CASE-00138,comment,COM-005428,2026-04-01 02:09:12,MOD-008
EVD-000819,CASE-00138,report,REP-002779,2026-04-01 02:09:12,MOD-008
EVD-000820,CASE-00138,report,REP-002784,2026-04-01 02:09:12,MOD-008
EVD-000821,CASE-00138,campaign,CAMP-002,2026-04-01 02:09:12,MOD-008
EVD-000822,CASE-00139,comment,COM-005451,2026-02-12 04:52:40,MOD-004
EVD-000823,CASE-00139,comment,COM-005462,2026-02-12 04:52:40,MOD-004
EVD-000824,CASE-00139,comment,COM-005473,2026-02-12 04:52:40,MOD-004
EVD-000825,CASE-00139,report,REP-002793,2026-02-12 04:52:40,MOD-004
EVD-000826,CASE-00139,report,REP-002794,2026-02-12 04:52:40,MOD-004
EVD-000827,CASE-00139,campaign,CAMP-010,2026-02-12 04:52:40,MOD-004
EVD-000828,CASE-00140,comment,COM-005484,2026-01-29 19:27:01,MOD-003
EVD-000829,CASE-00140,comment,COM-005474,2026-01-29 19:27:01,MOD-003
EVD-000830,CASE-00140,comment,COM-005476,2026-01-29 19:27:01,MOD-003
EVD-000831,CASE-00140,report,REP-002807,2026-01-29 19:27:01,MOD-003
EVD-000832,CASE-00140,report,REP-002806,2026-01-29 19:27:01,MOD-003
EVD-000833,CASE-00140,campaign,CAMP-015,2026-01-29 19:27:01,MOD-003
EVD-000834,CASE-00141,comment,COM-005497,2025-12-15 00:00:00,MOD-005
EVD-000835,CASE-00141,comment,COM-005503,2025-12-15 00:00:00,MOD-005
EVD-000836,CASE-00141,comment,COM-005500,2025-12-15 00:00:00,MOD-005
EVD-000837,CASE-00141,report,REP-002810,2025-12-15 00:00:00,MOD-005
EVD-000838,CASE-00141,report,REP-002813,2025-12-15 00:00:00,MOD-005
EVD-000839,CASE-00141,campaign,CAMP-003,2025-12-15 00:00:00,MOD-005
EVD-000840,CASE-00142,comment,COM-005689,2026-04-12 02:43:20,MOD-002
EVD-000841,CASE-00142,comment,COM-005668,2026-04-12 02:43:20,MOD-002
EVD-000842,CASE-00142,comment,COM-005660,2026-04-12 02:43:20,MOD-002
EVD-000843,CASE-00142,report,REP-002825,2026-04-12 02:43:20,MOD-002
EVD-000844,CASE-00142,report,REP-002827,2026-04-12 02:43:20,MOD-002
EVD-000845,CASE-00142,campaign,CAMP-002,2026-04-12 02:43:20,MOD-002
EVD-000846,CASE-00143,comment,COM-005721,2026-05-01 18:37:13,MOD-004
EVD-000847,CASE-00143,comment,COM-005706,2026-05-01 18:37:13,MOD-004
EVD-000848,CASE-00143,comment,COM-005705,2026-05-01 18:37:13,MOD-004
EVD-000849,CASE-00143,report,REP-002845,2026-05-01 18:37:13,MOD-004
EVD-000850,CASE-00143,report,REP-002843,2026-05-01 18:37:13,MOD-004
EVD-000851,CASE-00143,campaign,CAMP-005,2026-05-01 18:37:13,MOD-004
EVD-000852,CASE-00144,comment,COM-005727,2026-05-24 17:05:20,MOD-001
EVD-000853,CASE-00144,comment,COM-005731,2026-05-24 17:05:20,MOD-001
EVD-000854,CASE-00144,comment,COM-005730,2026-05-24 17:05:20,MOD-001
EVD-000855,CASE-00144,report,REP-002857,2026-05-24 17:05:20,MOD-001
EVD-000856,CASE-00144,report,REP-002859,2026-05-24 17:05:20,MOD-001
EVD-000857,CASE-00144,campaign,CAMP-006,2026-05-24 17:05:20,MOD-001
EVD-000858,CASE-00145,comment,COM-005783,2026-05-30 10:04:19,MOD-008
EVD-000859,CASE-00145,comment,COM-005788,2026-05-30 10:04:19,MOD-008
EVD-000860,CASE-00145,comment,COM-005801,2026-05-30 10:04:19,MOD-008
EVD-000861,CASE-00145,report,REP-002906,2026-05-30 10:04:19,MOD-008
EVD-000862,CASE-00145,report,REP-002904,2026-05-30 10:04:19,MOD-008
EVD-000863,CASE-00145,campaign,CAMP-016,2026-05-30 10:04:19,MOD-008
EVD-000864,CASE-00146,comment,COM-005839,2025-12-27 00:00:00,MOD-008
EVD-000865,CASE-00146,comment,COM-005842,2025-12-27 00:00:00,MOD-008
EVD-000866,CASE-00146,comment,COM-005861,2025-12-27 00:00:00,MOD-008
EVD-000867,CASE-00146,report,REP-002945,2025-12-27 00:00:00,MOD-008
EVD-000868,CASE-00146,report,REP-002947,2025-12-27 00:00:00,MOD-008
EVD-000869,CASE-00146,campaign,CAMP-001,2025-12-27 00:00:00,MOD-008
EVD-000870,CASE-00147,comment,COM-005870,2026-04-19 17:51:04,MOD-007
EVD-000871,CASE-00147,comment,COM-005879,2026-04-19 17:51:04,MOD-007
EVD-000872,CASE-00147,comment,COM-005877,2026-04-19 17:51:04,MOD-007
EVD-000873,CASE-00147,report,REP-002959,2026-04-19 17:51:04,MOD-007
EVD-000874,CASE-00147,report,REP-002961,2026-04-19 17:51:04,MOD-007
EVD-000875,CASE-00147,campaign,CAMP-003,2026-04-19 17:51:04,MOD-007
EVD-000876,CASE-00148,comment,COM-005915,2026-01-27 23:22:02,MOD-003
EVD-000877,CASE-00148,comment,COM-005911,2026-01-27 23:22:02,MOD-003
EVD-000878,CASE-00148,comment,COM-005916,2026-01-27 23:22:02,MOD-003
EVD-000879,CASE-00148,report,REP-002973,2026-01-27 23:22:02,MOD-003
EVD-000880,CASE-00148,report,REP-002974,2026-01-27 23:22:02,MOD-003
EVD-000881,CASE-00148,campaign,CAMP-014,2026-01-27 23:22:02,MOD-003
EVD-000882,CASE-00149,comment,COM-005994,2025-12-16 00:00:00,MOD-002
EVD-000883,CASE-00149,comment,COM-005978,2025-12-16 00:00:00,MOD-002
EVD-000884,CASE-00149,comment,COM-005982,2025-12-16 00:00:00,MOD-002
EVD-000885,CASE-00149,report,REP-002982,2025-12-16 00:00:00,MOD-002
EVD-000886,CASE-00149,report,REP-002981,2025-12-16 00:00:00,MOD-002
EVD-000887,CASE-00149,campaign,CAMP-002,2025-12-16 00:00:00,MOD-002
EVD-000888,CASE-00150,comment,COM-006012,2026-05-07 03:38:10,MOD-003
EVD-000889,CASE-00150,comment,COM-006015,2026-05-07 03:38:10,MOD-003
EVD-000890,CASE-00150,comment,COM-006023,2026-05-07 03:38:10,MOD-003
EVD-000891,CASE-00150,report,REP-002999,2026-05-07 03:38:10,MOD-003
EVD-000892,CASE-00150,report,REP-003000,2026-05-07 03:38:10,MOD-003
EVD-000893,CASE-00150,campaign,CAMP-003,2026-05-07 03:38:10,MOD-003
EVD-000894,CASE-00151,comment,COM-006045,2025-12-05 10:29:46,MOD-004
EVD-000895,CASE-00151,comment,COM-006047,2025-12-05 10:29:46,MOD-004
EVD-000896,CASE-00151,comment,COM-006046,2025-12-05 10:29:46,MOD-004
EVD-000897,CASE-00151,report,REP-003014,2025-12-05 10:29:46,MOD-004
EVD-000898,CASE-00151,report,REP-003015,2025-12-05 10:29:46,MOD-004
EVD-000899,CASE-00151,campaign,CAMP-006,2025-12-05 10:29:46,MOD-004
EVD-000900,CASE-00152,comment,COM-006085,2026-05-02 19:09:02,MOD-008
EVD-000901,CASE-00152,comment,COM-006087,2026-05-02 19:09:02,MOD-008
EVD-000902,CASE-00152,comment,COM-006094,2026-05-02 19:09:02,MOD-008
EVD-000903,CASE-00152,report,REP-003049,2026-05-02 19:09:02,MOD-008
EVD-000904,CASE-00152,report,REP-003050,2026-05-02 19:09:02,MOD-008
EVD-000905,CASE-00152,campaign,CAMP-014,2026-05-02 19:09:02,MOD-008
EVD-000906,CASE-00153,comment,COM-006129,2026-03-04 12:22:26,MOD-008
EVD-000907,CASE-00153,comment,COM-006119,2026-03-04 12:22:26,MOD-008
EVD-000908,CASE-00153,comment,COM-006121,2026-03-04 12:22:26,MOD-008
EVD-000909,CASE-00153,report,REP-003053,2026-03-04 12:22:26,MOD-008
EVD-000910,CASE-00153,report,REP-003054,2026-03-04 12:22:26,MOD-008
EVD-000911,CASE-00153,campaign,CAMP-014,2026-03-04 12:22:26,MOD-008
EVD-000912,CASE-00154,comment,COM-006170,2026-01-03 03:31:15,MOD-008
EVD-000913,CASE-00154,comment,COM-006182,2026-01-03 03:31:15,MOD-008
EVD-000914,CASE-00154,comment,COM-006171,2026-01-03 03:31:15,MOD-008
EVD-000915,CASE-00154,report,REP-003063,2026-01-03 03:31:15,MOD-008
EVD-000916,CASE-00154,report,REP-003061,2026-01-03 03:31:15,MOD-008
EVD-000917,CASE-00154,campaign,CAMP-002,2026-01-03 03:31:15,MOD-008
EVD-000918,CASE-00155,comment,COM-006203,2026-04-26 11:46:20,MOD-005
EVD-000919,CASE-00155,comment,COM-006195,2026-04-26 11:46:20,MOD-005
EVD-000920,CASE-00155,comment,COM-006199,2026-04-26 11:46:20,MOD-005
EVD-000921,CASE-00155,report,REP-003078,2026-04-26 11:46:20,MOD-005
EVD-000922,CASE-00155,report,REP-003079,2026-04-26 11:46:20,MOD-005
EVD-000923,CASE-00155,campaign,CAMP-009,2026-04-26 11:46:20,MOD-005
EVD-000924,CASE-00156,comment,COM-006232,2026-04-25 11:30:14,MOD-008
EVD-000925,CASE-00156,comment,COM-006225,2026-04-25 11:30:14,MOD-008
EVD-000926,CASE-00156,comment,COM-006235,2026-04-25 11:30:14,MOD-008
EVD-000927,CASE-00156,report,REP-003102,2026-04-25 11:30:14,MOD-008
EVD-000928,CASE-00156,report,REP-003103,2026-04-25 11:30:14,MOD-008
EVD-000929,CASE-00156,campaign,CAMP-016,2026-04-25 11:30:14,MOD-008
EVD-000930,CASE-00157,comment,COM-006262,2026-05-23 16:32:57,MOD-005
EVD-000931,CASE-00157,comment,COM-006272,2026-05-23 16:32:57,MOD-005
EVD-000932,CASE-00157,comment,COM-006258,2026-05-23 16:32:57,MOD-005
EVD-000933,CASE-00157,report,REP-003120,2026-05-23 16:32:57,MOD-005
EVD-000934,CASE-00157,report,REP-003122,2026-05-23 16:32:57,MOD-005
EVD-000935,CASE-00157,campaign,CAMP-004,2026-05-23 16:32:57,MOD-005
EVD-000936,CASE-00158,comment,COM-006349,2026-02-09 00:00:00,MOD-005
EVD-000937,CASE-00158,comment,COM-006305,2026-02-09 00:00:00,MOD-005
EVD-000938,CASE-00158,comment,COM-006303,2026-02-09 00:00:00,MOD-005
EVD-000939,CASE-00158,report,REP-003139,2026-02-09 00:00:00,MOD-005
EVD-000940,CASE-00158,report,REP-003136,2026-02-09 00:00:00,MOD-005
EVD-000941,CASE-00158,campaign,CAMP-006,2026-02-09 00:00:00,MOD-005
EVD-000942,CASE-00159,comment,COM-006350,2026-05-04 09:33:11,MOD-006
EVD-000943,CASE-00159,comment,COM-006351,2026-05-04 09:33:11,MOD-006
EVD-000944,CASE-00159,comment,COM-006352,2026-05-04 09:33:11,MOD-006
EVD-000945,CASE-00159,report,REP-003193,2026-05-04 09:33:11,MOD-006
EVD-000946,CASE-00159,report,REP-003192,2026-05-04 09:33:11,MOD-006
EVD-000947,CASE-00159,campaign,CAMP-006,2026-05-04 09:33:11,MOD-006
EVD-000948,CASE-00160,comment,COM-006399,2026-03-12 00:00:00,MOD-003
EVD-000949,CASE-00160,comment,COM-006397,2026-03-12 00:00:00,MOD-003
EVD-000950,CASE-00160,comment,COM-006400,2026-03-12 00:00:00,MOD-003
EVD-000951,CASE-00160,report,REP-003225,2026-03-12 00:00:00,MOD-003
EVD-000952,CASE-00160,campaign,CAMP-015,2026-03-12 00:00:00,MOD-003
EVD-000953,CASE-00161,comment,COM-006413,2026-05-22 18:24:42,MOD-007
EVD-000954,CASE-00161,comment,COM-006419,2026-05-22 18:24:42,MOD-007
EVD-000955,CASE-00161,comment,COM-006416,2026-05-22 18:24:42,MOD-007
EVD-000956,CASE-00161,report,REP-003227,2026-05-22 18:24:42,MOD-007
EVD-000957,CASE-00161,report,REP-003226,2026-05-22 18:24:42,MOD-007
EVD-000958,CASE-00161,campaign,CAMP-007,2026-05-22 18:24:42,MOD-007
EVD-000959,CASE-00162,comment,COM-006465,2026-03-21 22:00:37,MOD-004
EVD-000960,CASE-00162,comment,COM-006488,2026-03-21 22:00:37,MOD-004
EVD-000961,CASE-00162,comment,COM-006480,2026-03-21 22:00:37,MOD-004
EVD-000962,CASE-00162,report,REP-003254,2026-03-21 22:00:37,MOD-004
EVD-000963,CASE-00162,report,REP-003256,2026-03-21 22:00:37,MOD-004
EVD-000964,CASE-00162,campaign,CAMP-001,2026-03-21 22:00:37,MOD-004
EVD-000965,CASE-00163,comment,COM-006503,2026-05-18 23:39:59,MOD-006
EVD-000966,CASE-00163,comment,COM-006501,2026-05-18 23:39:59,MOD-006
EVD-000967,CASE-00163,comment,COM-006496,2026-05-18 23:39:59,MOD-006
EVD-000968,CASE-00163,report,REP-003265,2026-05-18 23:39:59,MOD-006
EVD-000969,CASE-00163,campaign,CAMP-014,2026-05-18 23:39:59,MOD-006
EVD-000970,CASE-00164,comment,COM-006535,2026-01-17 04:44:46,MOD-001
EVD-000971,CASE-00164,comment,COM-006529,2026-01-17 04:44:46,MOD-001
EVD-000972,CASE-00164,comment,COM-006533,2026-01-17 04:44:46,MOD-001
EVD-000973,CASE-00164,report,REP-003266,2026-01-17 04:44:46,MOD-001
EVD-000974,CASE-00164,report,REP-003267,2026-01-17 04:44:46,MOD-001
EVD-000975,CASE-00164,campaign,CAMP-006,2026-01-17 04:44:46,MOD-001
EVD-000976,CASE-00165,comment,COM-006578,2026-04-13 15:57:22,MOD-001
EVD-000977,CASE-00165,comment,COM-006584,2026-04-13 15:57:22,MOD-001
EVD-000978,CASE-00165,comment,COM-006581,2026-04-13 15:57:22,MOD-001
EVD-000979,CASE-00165,report,REP-003299,2026-04-13 15:57:22,MOD-001
EVD-000980,CASE-00165,report,REP-003303,2026-04-13 15:57:22,MOD-001
EVD-000981,CASE-00165,campaign,CAMP-005,2026-04-13 15:57:22,MOD-001
EVD-000982,CASE-00166,comment,COM-006603,2026-01-08 10:10:54,MOD-001
EVD-000983,CASE-00166,comment,COM-006598,2026-01-08 10:10:54,MOD-001
EVD-000984,CASE-00166,comment,COM-006600,2026-01-08 10:10:54,MOD-001
EVD-000985,CASE-00166,report,REP-003306,2026-01-08 10:10:54,MOD-001
EVD-000986,CASE-00166,report,REP-003305,2026-01-08 10:10:54,MOD-001
EVD-000987,CASE-00166,campaign,CAMP-011,2026-01-08 10:10:54,MOD-001
EVD-000988,CASE-00167,comment,COM-006613,2026-04-10 06:50:42,MOD-007
EVD-000989,CASE-00167,comment,COM-006618,2026-04-10 06:50:42,MOD-007
EVD-000990,CASE-00167,comment,COM-006619,2026-04-10 06:50:42,MOD-007
EVD-000991,CASE-00167,report,REP-003312,2026-04-10 06:50:42,MOD-007
EVD-000992,CASE-00167,report,REP-003314,2026-04-10 06:50:42,MOD-007
EVD-000993,CASE-00167,campaign,CAMP-007,2026-04-10 06:50:42,MOD-007
EVD-000994,CASE-00168,comment,COM-006677,2026-05-10 20:40:08,MOD-008
EVD-000995,CASE-00168,comment,COM-006675,2026-05-10 20:40:08,MOD-008
